"unix_time","race","arstmade","lat","lng"
1293858000,"A","N",40.699547,-73.832452
1293858300,"B","N",40.752779,-73.866267
1293858420,"B","N",40.587971,-73.807673
1293858420,"B","N",40.587971,-73.807673
1293858420,"B","N",40.587971,-73.807673
1293858420,"B","N",40.587971,-73.807673
1293858600,"B","N",40.605831,-73.757782
1293858600,"B","N",40.641272,-73.958295
1293858600,"B","N",40.658395,-73.904629
1293858900,"Q","N",40.866074,-73.896514
1293859200,"Q","N",40.794233,-73.946946
1293859200,"B","N",40.662703,-73.897111
1293859200,"B","N",40.824031,-73.944758
1293859200,"B","N",40.662703,-73.897111
1293859200,"B","N",40.824031,-73.944758
1293859200,"B","N",40.696115,-73.974449
1293859200,"B","N",40.696115,-73.974449
1293859200,"B","N",40.788949,-73.940558
1293859200,"Q","N",40.824031,-73.944758
1293859200,"Q","N",40.824031,-73.944758
1293859200,"Q","N",40.794433,-73.946787
1293859320,"Q","N",40.794433,-73.946787
1293859500,"B","N",40.638356,-74.08749
1293859500,"B","N",40.638356,-74.08749
1293859500,"B","N",40.595912,-73.771494
1293859500,"B","N",40.794808,-73.944406
1293859500,"B","N",40.794808,-73.944406
1293859800,"B","Y",40.638356,-74.08749
1293859800,"B","N",NA,NA
1293859800,"B","Y",40.638356,-74.08749
1293859800,"B","Y",40.638356,-74.08749
1293859800,"B","Y",40.638356,-74.08749
1293859800,"B","N",40.662703,-73.897111
1293859800,"B","Y",40.638356,-74.08749
1293859800,"B","N",40.662703,-73.897111
1293859800,"B","N",40.824059,-73.899799
1293859800,"B","N",40.681136,-73.955667
1293859800,"B","Y",40.647901,-73.960608
1293859800,"B","N",40.69321,-73.971872
1293859800,"B","N",40.689665,-73.792855
1293859800,"Q","N",40.763347,-73.883942
1293859800,"Q","N",40.763347,-73.883942
1293859800,"Q","N",40.749263,-73.868458
1293859800,"Q","N",40.748717,-73.873699
1293860400,"B","N",40.579898,-73.837234
1293860400,"W","N",40.725431,-73.99677
1293860520,"A","N",40.74998,-73.905396
1293860580,"B","N",40.672201,-73.907525
1293860700,"A","N",40.755374,-73.835264
1293860700,"B","Y",40.670072,-73.915902
1293860700,"B","Y",40.820051,-73.920876
1293860700,"B","N",40.6642,-73.897757
1293860700,"B","Y",40.820051,-73.920876
1293860700,"B","N",40.810175,-73.937407
1293860700,"B","N",40.672314,-73.893026
1293860760,"B","N",40.599835,-73.756068
1293860760,"B","N",40.599835,-73.756068
1293860820,"B","N",40.792347,-73.952523
1293861000,"B","N",40.830369,-73.897173
1293861000,"B","N",40.59683,-73.772557
1293861000,"B","N",40.694334,-73.976981
1293861120,"B","N",40.824031,-73.944758
1293861240,"B","N",40.653202,-73.960533
1293861300,"B","N",40.855928,-73.894777
1293861300,"P","N",40.82105,-73.95527
1293861600,"B","N",40.83026,-73.914851
1293861600,"B","N",40.833047,-73.896472
1293861600,"Q","N",40.69163,-73.811864
